msisdn,activation_date,nik_kk_status,registered_imei
82227473449,2023-08-12,Valid,350000000889971.0
81267677468,2023-03-09,Valid,350000000687431.0
81282973320,2023-05-31,Valid,350000000178294.0
81296860759,2023-04-24,Valid,
81235962643,2023-05-14,Valid,
82170705465,2023-04-28,Valid,
82225714204,2023-05-09,Valid,350000000560407.0
81145146271,2023-04-02,Missing/Unregistered,
82228127967,2023-08-21,Valid,350000000982093.0
82264485914,2023-01-17,Valid,
82111060690,2023-03-05,Valid,
82297816679,2023-10-01,Valid,
82154301990,2023-01-10,Valid,
81128825660,2023-09-02,Missing/Unregistered,350000000707155.0
82245314104,2023-09-10,Valid,
81182255681,2023-10-25,Valid,
82172495018,2023-05-14,Valid,
85298691635,2023-01-04,Valid,
82272203149,2023-07-17,Valid,
82185635003,2023-08-21,Valid,
81192395938,2023-03-05,Valid,
85274925786,2023-05-06,Valid,
82250701313,2023-02-14,Valid,
82175953850,2023-06-17,Valid,350000000999327.0
82134440764,2023-09-01,Valid,350000000116544.0
81288094448,2023-03-03,Valid,
82289146571,2023-07-19,Missing/Unregistered,
81195332598,2023-05-24,Valid,350000000618539.0
81136700322,2023-03-07,Valid,
81163010305,2023-02-22,Valid,
82167379157,2023-09-19,Valid,
85237788003,2023-06-21,Valid,350000000879908.0
81166243860,2023-07-18,Valid,
82279218145,2023-04-01,Missing/Unregistered,350000000347549.0
82270240569,2023-01-30,Valid,
82298561692,2023-10-08,Valid,
81164339711,2023-05-16,Valid,
81233724383,2023-07-21,Valid,
82160954797,2023-05-20,Missing/Unregistered,350000000166899.0
85291790272,2023-04-06,Missing/Unregistered,350000000245977.0
85297441487,2023-04-28,Valid,
82216026007,2023-09-18,Valid,
81117272647,2023-03-23,Valid,350000000955187.0
81220528805,2023-08-22,Valid,350000000929336.0
85292937023,2023-01-22,Valid,350000000724661.0
81276228298,2023-06-04,Missing/Unregistered,
85296781880,2023-08-24,Valid,
82178731469,2023-04-19,Valid,350000000388731.0
81192427031,2023-09-11,Valid,
82131107864,2023-07-18,Valid,
81126884252,2023-10-05,Valid,
81283268784,2023-07-01,Valid,
85280101749,2023-09-18,Valid,350000000572863.0
85270784195,2023-10-20,Missing/Unregistered,
81182842285,2023-05-07,Valid,350000000755756.0
85261228492,2023-01-01,Valid,
81157872168,2023-06-17,Valid,350000000498240.0
85276127938,2023-03-18,Missing/Unregistered,
85265373050,2023-09-21,Valid,
85296769487,2023-09-17,Valid,
81212194041,2023-04-12,Valid,350000000904721.0
85228160592,2023-04-03,Valid,
81215084635,2023-02-10,Valid,
81133629232,2023-10-26,Valid,
81125243543,2023-07-23,Missing/Unregistered,350000000212315.0
85274771594,2023-05-15,Valid,
82158299830,2023-02-08,Valid,
81132618112,2023-03-26,Valid,
82147920053,2023-06-20,Valid,
82151928220,2023-01-16,Valid,350000000233520.0
81123236509,2023-03-23,Valid,
82235570995,2023-02-07,Valid,
81194519954,2023-02-23,Valid,
85243344075,2023-02-02,Valid,350000000521020.0
85288418788,2023-08-30,Valid,350000000191016.0
82269077074,2023-10-07,Valid,
85265925384,2023-04-20,Valid,350000000307229.0
82155022623,2023-06-13,Valid,350000000360405.0
85227974476,2023-09-18,Valid,350000000133996.0
82191258367,2023-04-03,Valid,
85221159361,2023-10-25,Missing/Unregistered,
82151593782,2023-02-06,Valid,
85270259953,2023-10-17,Valid,
82128313604,2023-07-09,Valid,
85271112272,2023-06-22,Valid,
82188907528,2023-04-23,Valid,350000000174777.0
81243377835,2023-05-18,Missing/Unregistered,
85261323799,2023-04-23,Valid,350000000076508.0
82157126251,2023-09-22,Valid,
82247489067,2023-02-12,Valid,
82140076088,2023-01-05,Valid,
82231382423,2023-06-10,Valid,
81126977290,2023-10-26,Missing/Unregistered,
81118474292,2023-08-25,Valid,350000000379497.0
81277266521,2023-01-10,Valid,
82117320122,2023-08-20,Valid,
82288047811,2023-04-11,Missing/Unregistered,350000000738472.0
85222401238,2023-09-08,Valid,
82230240645,2023-05-20,Valid,
81294532000,2023-05-17,Valid,
81228581020,2023-10-02,Valid,
81170503202,2023-07-29,Valid,
85240636895,2023-01-07,Valid,
82287292961,2023-10-11,Valid,350000000770745.0
85283415914,2023-05-06,Valid,
85224714474,2023-03-07,Valid,350000000075952.0
82176376144,2023-01-29,Valid,
85220137442,2023-02-15,Valid,350000000967372.0
82229091404,2023-10-16,Valid,
81262487922,2023-03-06,Valid,350000000511067.0
82265647059,2023-01-14,Valid,350000000154727.0
85260161526,2023-05-31,Valid,
81114981722,2023-10-03,Valid,350000000276540.0
82249404752,2023-02-05,Valid,350000000113595.0
82181308822,2023-07-07,Valid,350000000803487.0
82141535875,2023-01-29,Valid,
85250304679,2023-02-16,Valid,
85279281769,2023-05-09,Valid,
85227722347,2023-09-21,Valid,350000000043083.0
82128944833,2023-09-09,Valid,
81274641908,2023-04-02,Valid,
81169565267,2023-10-24,Valid,
81158103805,2023-06-26,Valid,
81273751558,2023-05-19,Missing/Unregistered,
81156007817,2023-01-19,Valid,350000000589409.0
81112240815,2023-03-02,Valid,
81213220319,2023-10-01,Missing/Unregistered,
82255317749,2023-04-29,Valid,
81228506933,2023-09-11,Valid,
85280226172,2023-09-03,Valid,350000000776013.0
81152062442,2023-03-18,Missing/Unregistered,
82285156747,2023-09-18,Valid,
85293002045,2023-10-23,Valid,
82158120427,2023-07-26,Valid,350000000985502.0
81138537679,2023-02-14,Valid,
81285367134,2023-03-24,Valid,
82240596846,2023-04-03,Valid,
82134516401,2023-09-16,Valid,
85266565751,2023-02-16,Valid,
81275497366,2023-05-12,Valid,
81169842079,2023-01-03,Valid,
85260987020,2023-02-28,Valid,
85218753036,2023-07-17,Valid,
81178300917,2023-02-15,Missing/Unregistered,
81287733948,2023-06-25,Missing/Unregistered,350000000887728.0
81156160729,2023-08-20,Valid,
85232547149,2023-07-19,Valid,
85257615312,2023-08-01,Valid,
82145234586,2023-10-24,Valid,
81145675835,2023-04-30,Valid,
81254372253,2023-04-06,Valid,
82170585430,2023-09-30,Valid,
81275111300,2023-05-07,Valid,
81134829460,2023-10-27,Valid,350000000259110.0
85287410768,2023-02-10,Valid,
85275496737,2023-09-28,Valid,
82263922597,2023-04-30,Valid,
82275772232,2023-06-22,Valid,
82173184089,2023-01-22,Valid,350000000254700.0
82182515557,2023-08-26,Valid,
82294361301,2023-10-07,Valid,
82256245777,2023-02-16,Valid,
82268944099,2023-09-24,Valid,350000000402926.0
82194031665,2023-08-10,Missing/Unregistered,
81248294277,2023-04-19,Valid,350000000762198.0
82179041955,2023-05-28,Valid,350000000576090.0
85221758321,2023-02-13,Valid,
82130311357,2023-09-11,Valid,350000000863791.0
85248068843,2023-10-08,Missing/Unregistered,
85252935516,2023-03-12,Valid,
82254642590,2023-01-11,Missing/Unregistered,350000000647106.0
81212261280,2023-05-15,Valid,350000000746193.0
85274035326,2023-03-28,Valid,
82111386302,2023-01-04,Valid,350000000615359.0
85213064466,2023-06-17,Valid,350000000342060.0
81197926019,2023-05-09,Missing/Unregistered,350000000014970.0
81142622429,2023-09-28,Missing/Unregistered,350000000291534.0
81232802524,2023-04-12,Valid,
81173885444,2023-07-09,Valid,350000000871678.0
82145169218,2023-10-26,Valid,350000000328646.0
81166821534,2023-02-07,Valid,
82174286569,2023-09-13,Valid,350000000165472.0
85250732724,2023-09-12,Valid,350000000250803.0
82261035177,2023-02-14,Valid,
81121168779,2023-10-10,Valid,350000000837670.0
81186853396,2023-01-02,Valid,350000000356789.0
81257015790,2023-08-11,Valid,350000000584994.0
81116590793,2023-01-14,Valid,
82141898167,2023-06-15,Valid,
85242748013,2023-09-20,Valid,
82191992467,2023-08-03,Valid,350000000315626.0
82165118417,2023-04-24,Valid,
81247089971,2023-04-07,Valid,
81235927821,2023-05-07,Valid,
82268767050,2023-09-03,Valid,
81231880092,2023-07-13,Valid,
85219535832,2023-08-01,Valid,
85249398498,2023-09-17,Missing/Unregistered,
85263526590,2023-06-24,Valid,
81177561057,2023-07-20,Valid,
81130463607,2023-07-22,Missing/Unregistered,350000000126624.0
82219570833,2023-10-05,Valid,350000000875684.0
85256053132,2023-01-08,Valid,
82110040904,2023-02-17,Valid,350000000293582.0
82177006925,2023-08-01,Valid,
82238062050,2023-04-01,Valid,350000000191521.0
85218605429,2023-04-20,Valid,350000000083969.0
81173669179,2023-04-30,Valid,350000000849754.0
81252448200,2023-02-02,Valid,350000000514348.0
81240148789,2023-10-10,Missing/Unregistered,350000000021112.0
82128729188,2023-05-17,Valid,
81232420103,2023-02-12,Valid,
81212231089,2023-09-26,Valid,
85294087211,2023-07-10,Valid,
81138111851,2023-01-02,Missing/Unregistered,
85263402909,2023-06-15,Missing/Unregistered,
82145771515,2023-09-07,Valid,350000000682682.0
82271965666,2023-08-18,Valid,350000000898792.0
81217336945,2023-02-08,Valid,
82185163463,2023-05-06,Valid,
81222802190,2023-04-21,Valid,
82259947888,2023-04-22,Valid,
81296781887,2023-05-28,Valid,350000000954691.0
81257702111,2023-08-26,Valid,
81187339416,2023-06-02,Valid,
82181333813,2023-02-25,Missing/Unregistered,
82143301567,2023-09-03,Missing/Unregistered,350000000763052.0
82193154972,2023-08-25,Valid,350000000949275.0
81286554021,2023-10-19,Valid,350000000975786.0
85278468564,2023-08-29,Valid,
81110628432,2023-06-21,Valid,
82159738010,2023-03-19,Valid,
82127904680,2023-01-03,Missing/Unregistered,
81267262084,2023-09-19,Valid,350000000550391.0
82164307339,2023-07-19,Missing/Unregistered,
81148608331,2023-09-13,Valid,
82268439468,2023-01-19,Valid,
81256504872,2023-03-01,Valid,
81194743918,2023-08-01,Valid,
81222125797,2023-09-21,Valid,
82176906181,2023-02-17,Valid,
82288474222,2023-05-24,Valid,
81269440260,2023-08-04,Valid,
81256294095,2023-04-06,Valid,350000000903821.0
81154904599,2023-05-25,Valid,
81268929401,2023-01-12,Valid,
85229709032,2023-09-12,Missing/Unregistered,
81237019220,2023-05-29,Valid,
81196398594,2023-07-17,Missing/Unregistered,350000000786255.0
82141342718,2023-09-19,Valid,350000000204175.0
81141793594,2023-06-15,Missing/Unregistered,350000000744953.0
82244866972,2023-07-25,Valid,
81199877139,2023-10-17,Missing/Unregistered,
85282799898,2023-01-21,Valid,350000000698225.0
81234604421,2023-02-18,Valid,350000000449806.0
81156606366,2023-06-03,Valid,350000000917464.0
81279128318,2023-01-05,Valid,
81213840220,2023-05-18,Valid,350000000155963.0
81140085147,2023-06-17,Valid,
81259651011,2023-08-25,Valid,
81264485420,2023-10-11,Valid,350000000759337.0
81177431948,2023-03-18,Valid,
82184508000,2023-04-28,Valid,
81126268808,2023-10-10,Valid,
82217147226,2023-09-20,Valid,350000000336960.0
85282298147,2023-09-02,Missing/Unregistered,
85290184607,2023-08-08,Valid,
82124517129,2023-07-22,Valid,
82163759776,2023-10-22,Valid,
85232909313,2023-07-05,Valid,
81251162109,2023-08-01,Valid,
81240411466,2023-02-14,Missing/Unregistered,350000000321559.0
81255454435,2023-05-23,Valid,350000000524499.0
85235218377,2023-01-26,Valid,350000000270967.0
85234532832,2023-03-15,Valid,
82110327160,2023-08-19,Valid,
85226540103,2023-01-31,Missing/Unregistered,
82125484169,2023-03-06,Valid,
81163478481,2023-06-30,Valid,350000000964528.0
81293491398,2023-09-08,Valid,
82231798195,2023-05-04,Valid,350000000424264.0
82250067191,2023-07-11,Valid,
85243446558,2023-01-23,Valid,
82277104724,2023-04-10,Valid,350000000020739.0
81215137300,2023-02-28,Valid,
82252404980,2023-05-24,Valid,350000000260018.0
81112448665,2023-07-31,Valid,350000000257254.0
81242009484,2023-05-27,Valid,350000000956764.0
85227349159,2023-10-05,Missing/Unregistered,
82140466787,2023-03-31,Valid,
82156378162,2023-07-01,Valid,
81171088197,2023-10-04,Valid,350000000095937.0
82279505725,2023-01-02,Valid,
81118019471,2023-06-03,Valid,
82146919708,2023-07-25,Valid,350000000472888.0
82161547437,2023-05-24,Valid,
82148524212,2023-08-04,Valid,
82176265078,2023-01-13,Valid,
82170516839,2023-06-23,Valid,
82158475029,2023-04-09,Valid,
82145294435,2023-05-01,Valid,
82197017452,2023-09-06,Valid,
81244670265,2023-04-17,Valid,
81235279991,2023-05-17,Valid,
81117926495,2023-04-12,Valid,
82111419095,2023-04-28,Valid,
81131960821,2023-09-10,Valid,350000000521567.0
81167919122,2023-01-29,Valid,
85214875726,2023-09-30,Valid,350000000691214.0
81257823622,2023-07-21,Valid,
81290672680,2023-01-29,Valid,350000000489232.0
82190515588,2023-08-06,Valid,
85220960650,2023-03-25,Valid,
82198144301,2023-07-02,Valid,
82244160922,2023-05-13,Valid,
82249914850,2023-10-25,Valid,350000000163858.0
82246252827,2023-01-13,Valid,350000000022710.0
82118255660,2023-05-02,Valid,
82130145059,2023-07-04,Missing/Unregistered,350000000025606.0
81231321918,2023-03-28,Valid,
82274316648,2023-09-23,Valid,350000000928829.0
82193905502,2023-05-09,Valid,
81283218843,2023-08-09,Valid,
85239960854,2023-07-05,Valid,
85269939447,2023-01-07,Valid,
82244208327,2023-07-10,Valid,
85235791358,2023-02-08,Valid,
82141729809,2023-05-06,Valid,
82248382530,2023-10-04,Valid,350000000984711.0
85222349549,2023-01-15,Missing/Unregistered,350000000780171.0
82243882301,2023-03-19,Valid,
81221608707,2023-05-30,Valid,
81270695512,2023-08-27,Valid,
82249751268,2023-01-04,Valid,
82261221635,2023-08-12,Valid,
81267288713,2023-06-24,Valid,
81190338889,2023-01-24,Valid,350000000264349.0
82268266246,2023-01-30,Valid,
81289995221,2023-06-26,Valid,
82276639172,2023-03-08,Valid,
82239648502,2023-04-10,Missing/Unregistered,
82171027333,2023-09-11,Valid,
81226310796,2023-03-29,Missing/Unregistered,
81186402228,2023-07-08,Missing/Unregistered,
81128415154,2023-03-12,Valid,
82169300121,2023-05-16,Valid,
81239296702,2023-07-18,Valid,
85248988609,2023-08-03,Missing/Unregistered,
82191744271,2023-05-03,Valid,
82113984959,2023-06-21,Valid,
85223603720,2023-08-01,Valid,
82249782201,2023-04-07,Valid,
85278443810,2023-04-11,Valid,350000000521264.0
81230238061,2023-05-07,Missing/Unregistered,
81110601888,2023-05-29,Valid,
81119976525,2023-02-22,Missing/Unregistered,
81124041209,2023-10-21,Valid,
82231352950,2023-08-23,Valid,350000000958390.0
82299993327,2023-09-14,Missing/Unregistered,
85263380297,2023-05-27,Valid,
82172411372,2023-07-04,Valid,
82261856158,2023-04-30,Valid,
81193914404,2023-09-22,Valid,
82131628716,2023-06-18,Valid,
81120942918,2023-03-05,Valid,350000000836353.0
81126868826,2023-04-18,Valid,
85238161965,2023-08-24,Missing/Unregistered,
81276149820,2023-09-07,Valid,
81195763316,2023-04-09,Valid,
81227410879,2023-06-01,Valid,
82271096100,2023-10-16,Valid,
81246349875,2023-03-12,Valid,350000000705958.0
81195438754,2023-07-30,Valid,350000000843320.0
82268109291,2023-07-13,Valid,
82269258782,2023-04-25,Valid,
82257962264,2023-03-07,Valid,
81250117160,2023-02-12,Valid,350000000158940.0
81280515574,2023-05-24,Valid,
82281453323,2023-10-17,Valid,
81147718468,2023-07-01,Valid,
81276355613,2023-04-22,Valid,350000000144380.0
81247292181,2023-02-24,Valid,350000000541967.0
85274394672,2023-03-08,Valid,350000000628803.0
85222887773,2023-04-13,Valid,
82180342326,2023-02-16,Valid,350000000875871.0
85255661385,2023-08-24,Valid,
81294292145,2023-08-14,Valid,350000000249377.0
81217102778,2023-05-03,Missing/Unregistered,
82242460457,2023-07-09,Valid,350000000488032.0
85255677818,2023-07-27,Valid,350000000533188.0
81228886985,2023-04-27,Valid,
85293963902,2023-10-22,Valid,
82270547819,2023-01-20,Valid,
82264318056,2023-03-20,Valid,350000000994318.0
82251565898,2023-08-30,Valid,350000000680486.0
81172860713,2023-07-24,Valid,
85295414648,2023-06-12,Valid,
81213175429,2023-04-20,Valid,
81249319765,2023-08-26,Missing/Unregistered,
82232068972,2023-01-19,Valid,
82195247294,2023-10-24,Valid,
81257342432,2023-05-21,Valid,350000000198358.0
82122671972,2023-10-24,Valid,
85214130119,2023-08-20,Valid,350000000820770.0
81167984722,2023-04-18,Valid,350000000993304.0
81126283072,2023-06-20,Valid,
82133383083,2023-07-19,Missing/Unregistered,
85244706743,2023-04-11,Valid,
81160272783,2023-06-23,Valid,
85243787366,2023-04-05,Missing/Unregistered,
82261539435,2023-01-02,Valid,
82171325091,2023-02-13,Valid,
81239157653,2023-09-04,Valid,
82244966801,2023-06-20,Valid,
82151114209,2023-02-07,Valid,
81250643161,2023-06-29,Valid,350000000928695.0
85291373852,2023-10-08,Valid,350000000856279.0
81177162463,2023-01-21,Valid,
81153067947,2023-03-18,Valid,
81127469831,2023-01-24,Valid,
82171192269,2023-08-28,Valid,
82254783092,2023-10-01,Missing/Unregistered,
81219798123,2023-04-18,Valid,
81164449716,2023-01-18,Missing/Unregistered,
82211397806,2023-10-18,Valid,
82146604748,2023-01-19,Valid,350000000261164.0
82138484695,2023-07-20,Valid,
82173541165,2023-04-26,Valid,
81152242640,2023-04-05,Valid,350000000818870.0
85260812590,2023-02-12,Valid,
85299371947,2023-09-06,Valid,
82151226411,2023-03-28,Valid,
81128668230,2023-05-22,Valid,
82160439657,2023-05-31,Valid,350000000800174.0
82185308659,2023-10-24,Valid,
81232227809,2023-09-05,Valid,
81122453045,2023-02-04,Valid,
85256439287,2023-04-14,Valid,
81254587920,2023-02-27,Valid,
82296308028,2023-10-04,Valid,
82282040059,2023-07-27,Valid,
82224308247,2023-07-16,Valid,
82248936055,2023-01-05,Missing/Unregistered,350000000936040.0
85210328254,2023-03-27,Valid,
81158139622,2023-01-31,Valid,350000000286642.0
81151035101,2023-09-11,Valid,
82115212071,2023-10-26,Missing/Unregistered,350000000463678.0
82112435420,2023-09-27,Valid,
85223529550,2023-02-26,Valid,350000000487278.0
81239530891,2023-06-01,Valid,
82265130400,2023-06-10,Valid,350000000709812.0
81168616416,2023-07-18,Valid,
81181576796,2023-02-14,Valid,
82114731874,2023-04-18,Valid,
81256223829,2023-08-27,Valid,
85290084280,2023-06-30,Missing/Unregistered,350000000299966.0
81297504401,2023-07-01,Valid,
85220966869,2023-08-19,Valid,
81257291029,2023-08-08,Valid,
82217740374,2023-04-04,Valid,
81217344988,2023-03-29,Valid,
81184518429,2023-04-14,Missing/Unregistered,350000000071269.0
82262661326,2023-02-25,Valid,350000000069049.0
81260184245,2023-01-09,Valid,
82224070781,2023-03-08,Valid,
85250977507,2023-01-08,Valid,
82193114711,2023-02-09,Missing/Unregistered,350000000034363.0
82234982329,2023-02-06,Missing/Unregistered,350000000055656.0
82261620390,2023-07-30,Valid,350000000310587.0
82292296230,2023-08-12,Valid,
81143591871,2023-02-18,Valid,
85288790981,2023-03-29,Valid,350000000489995.0
81175407235,2023-03-06,Valid,350000000592569.0
82299988805,2023-10-03,Valid,
82289492101,2023-09-06,Missing/Unregistered,350000000075063.0
81224013308,2023-06-13,Valid,
81129024600,2023-10-16,Valid,
82286451723,2023-03-23,Valid,
81163085011,2023-06-25,Missing/Unregistered,
82283488120,2023-10-08,Valid,
82196430968,2023-06-04,Valid,
82237301144,2023-06-12,Valid,350000000821945.0
82186447768,2023-08-01,Valid,
81222974465,2023-01-17,Valid,
81214411365,2023-07-03,Valid,350000000585847.0
82276813765,2023-03-19,Valid,
85262701853,2023-05-13,Valid,
82287687146,2023-04-27,Missing/Unregistered,
81144501998,2023-08-15,Valid,
81258014867,2023-02-25,Missing/Unregistered,350000000818898.0
82182727091,2023-10-20,Valid,350000000352123.0
82191525951,2023-02-21,Valid,
85269912363,2023-08-10,Valid,
82284709713,2023-01-29,Valid,
82132202346,2023-05-03,Valid,
81151568053,2023-02-24,Valid,
81113496762,2023-08-24,Valid,350000000790565.0
81210598724,2023-02-06,Valid,
81128663109,2023-10-20,Valid,
85221078205,2023-08-28,Missing/Unregistered,
85290701210,2023-10-22,Valid,350000000077332.0
82176185860,2023-01-24,Missing/Unregistered,
82195524770,2023-06-17,Valid,
82234546466,2023-02-14,Valid,
82169135102,2023-05-03,Missing/Unregistered,
82235722698,2023-05-01,Valid,
82125576219,2023-05-22,Valid,
81135018318,2023-08-09,Valid,
85231330952,2023-06-22,Valid,
85252520274,2023-03-18,Valid,
82260859549,2023-01-08,Valid,350000000178930.0
85225525781,2023-08-03,Valid,
81241850911,2023-09-14,Missing/Unregistered,350000000194390.0
81217412973,2023-06-04,Valid,
81184657231,2023-10-16,Missing/Unregistered,350000000128282.0
82133189886,2023-01-07,Valid,
85294591847,2023-10-12,Valid,
81261791553,2023-04-04,Missing/Unregistered,
82285090999,2023-04-30,Valid,350000000129885.0
82184108108,2023-01-06,Valid,
82148035057,2023-08-08,Valid,
82285307409,2023-02-09,Valid,
81284781761,2023-04-26,Valid,
82177150542,2023-01-13,Valid,350000000781582.0
81248568085,2023-04-14,Missing/Unregistered,
81230121228,2023-05-19,Valid,
85239925083,2023-08-17,Valid,
81275660011,2023-01-29,Valid,350000000796889.0
81149342220,2023-03-17,Valid,
81225478767,2023-02-09,Missing/Unregistered,350000000915090.0
85297132425,2023-03-08,Valid,350000000407545.0
81195317363,2023-02-19,Valid,
82247696801,2023-02-28,Valid,
82233769380,2023-07-11,Valid,
81181379921,2023-05-11,Valid,
81152145541,2023-06-04,Valid,350000000883743.0
81149503389,2023-02-08,Valid,350000000394355.0
81116200042,2023-05-31,Valid,
82122252531,2023-04-27,Missing/Unregistered,
81195593491,2023-08-26,Valid,
85299387119,2023-07-14,Valid,
82288592616,2023-07-20,Valid,
82228092217,2023-07-16,Valid,350000000295152.0
85287670785,2023-09-13,Valid,
82160322771,2023-02-20,Valid,
81213279636,2023-04-16,Valid,350000000738337.0
85289124313,2023-06-14,Valid,350000000188848.0
81288999236,2023-08-02,Valid,
82215062259,2023-03-27,Valid,
82174818977,2023-03-15,Valid,350000000201052.0
81170655673,2023-03-31,Valid,
81252674788,2023-06-30,Valid,
85216349483,2023-10-10,Valid,
82193370107,2023-07-09,Valid,
81123129520,2023-06-23,Valid,
